Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
436,2023-05-29,CUST1999,Female,25,Casual Wear,1,50,50
437,2023-10-08,CUST1573,Female,45,Formal Wear,2,150,300
438,2023-06-04,CUST906,Female,20,Children Wear,1,50,50
439,2023-04-24,CUST1040,Female,45,Casual Wear,3,50,150
440,2023-12-25,CUST1670,Female,22,Workwear,2,200,400
441,2023-04-29,CUST1688,Female,64,Sportswear,1,75,75
442,2023-10-26,CUST1606,Male,54,Children Wear,5,30,150
443,2023-06-22,CUST1421,Female,62,Children Wear,4,30,120
444,2023-03-20,CUST1694,Female,18,Sportswear,1,75,75
445,2023-11-14,CUST345,Male,62,Children Wear,1,30,30
446,2023-07-03,CUST045,Female,55,Children Wear,1,30,30
447,2023-01-09,CUST1902,Male,55,Casual Wear,1,75,75
448,2023-05-18,CUST1604,Female,54,Casual Wear,1,30,30
449,2023-11-17,CUST169,Male,18,Workwear,3,500,1500
450,2023-07-19,CUST304,Female,37,Casual Wear,2,30,60
451,2023-06-04,CUST1927,Male,43,Casual Wear,1,25,25
452,2023-04-03,CUST1385,Male,51,Formal Wear,3,100,300
453,2023-05-14,CUST353,Male,31,Children Wear,1,500,500
454,2023-08-25,CUST092,Female,51,Workwear,4,30,120
455,2023-10-04,CUST1502,Female,39,Sportswear,5,25,125
456,2023-03-24,CUST1531,Male,31,Casual Wear,3,30,90
457,2023-09-04,CUST1344,Male,39,Formal Wear,3,500,1500
458,2023-07-06,CUST528,Female,36,Children Wear,2,30,60
459,2023-07-30,CUST262,Female,32,Workwear,4,30,120
460,2023-01-11,CUST679,Female,18,Sportswear,3,30,90
461,2023-05-07,CUST744,Male,40,Casual Wear,1,25,25
462,2024-01-01,CUST650,Male,55,Workwear,1,30,30
463,2023-08-22,CUST1111,Female,35,Sportswear,3,75,225
464,2023-02-02,CUST1908,Female,23,Formal Wear,2,75,150
465,2023-04-15,CUST354,Female,49,Workwear,4,50,200
466,2023-04-10,CUST901,Male,31,Formal Wear,1,30,30
467,2023-01-30,CUST1163,Female,50,Casual Wear,4,25,100
468,2023-06-28,CUST1057,Male,28,Casual Wear,1,30,30
469,2023-07-05,CUST186,Male,20,Formal Wear,4,50,200
470,2023-11-24,CUST2029,Female,25,Casual Wear,3,25,75
471,2023-08-19,CUST638,Male,46,Formal Wear,1,500,500
472,2023-09-19,CUST573,Male,49,Workwear,2,30,60
473,2023-07-09,CUST1299,Female,45,Sportswear,4,75,300
474,2023-03-26,CUST301,Male,30,Casual Wear,4,30,120
475,2023-09-17,CUST1333,Female,40,Casual Wear,2,25,50
476,2023-06-24,CUST839,Female,20,Casual Wear,4,300,1200
477,2023-05-03,CUST1009,Female,35,Casual Wear,1,75,75
478,2023-06-06,CUST481,Female,43,Casual Wear,4,300,1200
479,2023-11-10,CUST1556,Female,41,Casual Wear,2,30,60
480,2023-09-27,CUST1721,Female,28,Casual Wear,1,75,75
481,2023-02-04,CUST1322,Female,41,Workwear,2,200,400
482,2023-12-20,CUST1564,Male,26,Formal Wear,3,150,450
483,2023-04-22,CUST316,Female,48,Sportswear,2,25,50
484,2023-05-31,CUST1475,Male,36,Sportswear,3,30,90
485,2023-02-22,CUST454,Female,46,Formal Wear,1,25,25
486,2023-08-11,CUST807,Female,50,Casual Wear,4,50,200
487,2023-06-25,CUST1080,Female,28,Children Wear,1,30,30
488,2023-07-11,CUST176,Female,43,Sportswear,2,50,100
489,2023-11-09,CUST1882,Male,19,Sportswear,5,100,500
490,2023-12-06,CUST580,Female,31,Formal Wear,3,500,1500
491,2023-11-01,CUST983,Female,29,Sportswear,1,300,300
492,2023-06-12,CUST1732,Female,27,Formal Wear,2,150,300
493,2023-11-02,CUST841,Male,31,Workwear,4,25,100
494,2023-10-27,CUST124,Male,33,Formal Wear,4,500,2000
495,2023-12-26,CUST472,Female,38,Formal Wear,3,300,900
496,2023-11-16,CUST533,Male,19,Sportswear,3,500,1500
497,2023-12-02,CUST608,Female,55,Children Wear,3,500,1500
498,2023-12-06,CUST395,Male,50,Workwear,2,500,1000
499,2023-08-06,CUST1343,Male,28,Workwear,3,150,450
500,2023-06-03,CUST1425,Female,65,Children Wear,4,75,300
501,2023-06-22,CUST040,Male,45,Children Wear,1,50,50
502,2023-07-31,CUST463,Female,54,Formal Wear,3,500,1500
503,2023-05-06,CUST1803,Male,36,Casual Wear,4,25,100
504,2023-06-21,CUST583,Female,24,Casual Wear,4,25,100
505,2023-04-06,CUST332,Male,58,Formal Wear,4,300,1200
506,2023-12-06,CUST535,Male,47,Children Wear,3,30,90
507,2023-12-18,CUST409,Female,21,Workwear,3,300,900
508,2023-02-05,CUST195,Male,52,Casual Wear,1,30,30
509,2023-12-23,CUST615,Female,61,Workwear,4,25,100
510,2023-02-13,CUST1004,Male,54,Casual Wear,1,50,50
511,2023-11-15,CUST706,Male,51,Casual Wear,4,25,100
512,2023-06-13,CUST1847,Female,29,Formal Wear,1,75,75
513,2023-01-26,CUST323,Female,29,Children Wear,3,300,900
514,2023-11-27,CUST267,Female,32,Casual Wear,3,30,90
515,2023-05-08,CUST1546,Female,42,Formal Wear,3,200,600
516,2023-12-25,CUST1516,Male,48,Casual Wear,1,25,25
517,2023-03-05,CUST1268,Male,56,Workwear,2,100,200
518,2023-09-29,CUST1053,Male,43,Casual Wear,2,100,200
519,2023-09-02,CUST1747,Female,25,Sportswear,3,150,450
520,2023-11-03,CUST1864,Male,21,Casual Wear,3,50,150
521,2023-09-01,CUST637,Male,43,Sportswear,2,300,600
522,2023-09-05,CUST1677,Female,43,Casual Wear,3,100,300
523,2023-12-23,CUST544,Female,27,Children Wear,1,25,25
524,2023-09-22,CUST2005,Male,54,Formal Wear,1,100,100
525,2023-11-01,CUST1854,Male,36,Sportswear,4,30,120
526,2023-06-30,CUST1650,Male,64,Children Wear,5,50,250
527,2023-09-03,CUST2073,Male,18,Workwear,3,300,900
528,2023-07-04,CUST1614,Male,60,Casual Wear,3,75,225
529,2023-12-17,CUST783,Female,56,Children Wear,1,300,300
530,2023-10-03,CUST813,Male,52,Formal Wear,3,50,150
531,2023-08-05,CUST1010,Male,60,Casual Wear,2,100,200
532,2023-09-03,CUST1075,Female,18,Workwear,4,150,600
533,2023-06-08,CUST1138,Female,39,Casual Wear,3,30,90
534,2023-11-14,CUST963,Female,55,Workwear,1,50,50
535,2023-07-08,CUST1566,Female,63,Casual Wear,1,50,50
536,2023-10-23,CUST1441,Female,43,Sportswear,1,100,100
537,2023-09-11,CUST832,Male,47,Formal Wear,4,500,2000
538,2023-02-07,CUST366,Male,57,Formal Wear,2,50,100
539,2023-10-01,CUST1351,Female,55,Children Wear,2,50,100
540,2023-11-11,CUST1110,Male,37,Workwear,3,200,600
541,2023-08-03,CUST687,Female,53,Workwear,1,300,300
542,2023-03-04,CUST1405,Male,50,Casual Wear,1,75,75
543,2023-07-24,CUST1239,Female,54,Casual Wear,1,50,50
544,2023-08-10,CUST1468,Female,37,Formal Wear,1,150,150
545,2023-10-25,CUST1781,Male,39,Sportswear,3,30,90
546,2023-09-18,CUST1027,Male,62,Children Wear,5,25,125
547,2023-02-20,CUST966,Male,60,Formal Wear,2,500,1000
548,2023-10-05,CUST319,Male,31,Sportswear,1,500,500
549,2023-10-09,CUST1890,Female,65,Sportswear,4,50,200
550,2023-01-17,CUST1293,Female,65,Formal Wear,1,150,150
551,2023-08-15,CUST1591,Male,42,Children Wear,4,25,100
552,2023-06-26,CUST874,Male,60,Children Wear,1,30,30
553,2023-09-15,CUST1083,Male,42,Formal Wear,2,150,300
554,2023-01-21,CUST344,Female,42,Casual Wear,1,30,30
555,2023-03-01,CUST399,Female,64,Workwear,2,30,60
556,2023-01-17,CUST1551,Female,36,Sportswear,4,25,100
557,2023-05-02,CUST293,Male,50,Sportswear,3,30,90
558,2023-06-04,CUST1466,Female,45,Children Wear,2,25,50
559,2023-12-24,CUST1873,Female,43,Workwear,3,100,300
560,2023-06-06,CUST1941,Male,42,Formal Wear,3,150,450
561,2023-02-02,CUST142,Male,35,Children Wear,4,300,1200
562,2023-04-10,CUST1244,Female,39,Children Wear,2,100,200
563,2023-01-13,CUST003,Male,50,Sportswear,1,30,30
564,2023-06-08,CUST1356,Male,36,Workwear,4,200,800
565,2023-10-19,CUST340,Female,36,Children Wear,4,300,1200
566,2023-01-21,CUST742,Female,38,Formal Wear,4,500,2000
567,2023-12-01,CUST266,Female,19,Formal Wear,2,30,60
568,2023-03-09,CUST377,Female,46,Workwear,4,50,200
569,2023-07-29,CUST980,Female,31,Sportswear,3,25,75
570,2023-10-26,CUST440,Male,64,Children Wear,2,300,600
571,2023-02-25,CUST272,Female,61,Formal Wear,2,50,100
572,2023-09-06,CUST245,Male,47,Formal Wear,3,30,90
573,2023-04-13,CUST1164,Male,31,Formal Wear,3,200,600
574,2023-01-14,CUST713,Male,34,Children Wear,3,25,75
575,2023-10-29,CUST998,Female,23,Sportswear,4,25,100
576,2023-09-22,CUST1467,Female,37,Sportswear,1,30,30
577,2023-02-17,CUST416,Male,53,Children Wear,4,500,2000
578,2023-04-09,CUST274,Female,23,Sportswear,2,500,1000
579,2023-05-31,CUST862,Male,28,Casual Wear,4,300,1200
580,2023-08-31,CUST251,Female,57,Formal Wear,4,50,200
581,2023-05-09,CUST414,Male,48,Sportswear,4,25,100
582,2023-10-29,CUST1185,Female,52,Casual Wear,2,150,300
583,2023-11-16,CUST1413,Female,45,Formal Wear,3,500,1500
584,2023-12-05,CUST311,Female,32,Workwear,4,25,100
585,2023-10-25,CUST1340,Female,52,Formal Wear,4,75,300
586,2023-04-04,CUST1386,Female,19,Casual Wear,2,30,60
587,2023-03-24,CUST426,Male,23,Formal Wear,3,50,150
588,2023-12-20,CUST2024,Female,26,Sportswear,4,75,300
589,2023-03-08,CUST2089,Female,32,Sportswear,2,30,60
590,2023-05-31,CUST1360,Female,19,Casual Wear,1,50,50
591,2023-09-19,CUST1464,Female,45,Sportswear,3,25,75
592,2023-05-06,CUST820,Male,49,Workwear,4,50,200
593,2023-12-11,CUST1116,Female,35,Workwear,1,150,150
594,2023-07-15,CUST1477,Female,57,Casual Wear,4,50,200
595,2023-04-11,CUST527,Male,57,Sportswear,2,25,50
596,2023-08-19,CUST1600,Female,20,Sportswear,4,50,200
597,2023-03-27,CUST760,Male,27,Workwear,1,500,500
598,2023-09-08,CUST183,Female,43,Workwear,3,300,900
599,2023-11-24,CUST171,Female,52,Children Wear,3,300,900
600,2023-03-04,CUST1831,Male,35,Workwear,2,200,400
601,2023-11-15,CUST1676,Male,22,Sportswear,1,75,75
602,2023-04-20,CUST2026,Female,62,Casual Wear,1,30,30
603,2023-03-02,CUST1779,Female,43,Formal Wear,2,200,400
604,2023-01-21,CUST1618,Female,40,Workwear,4,200,800
605,2023-11-15,CUST747,Male,23,Sportswear,1,30,30
606,2023-05-08,CUST273,Female,22,Formal Wear,1,50,50
607,2023-03-14,CUST1669,Female,31,Formal Wear,1,100,100
608,2023-07-10,CUST1887,Female,18,Formal Wear,3,100,300
609,2023-10-06,CUST1044,Female,57,Workwear,2,100,200
610,2023-02-07,CUST372,Female,24,Workwear,3,500,1500
611,2023-02-02,CUST223,Female,64,Casual Wear,1,25,25
612,2023-09-01,CUST594,Female,19,Formal Wear,2,300,600
613,2023-08-13,CUST1525,Male,63,Children Wear,3,25,75
614,2023-06-13,CUST655,Female,55,Casual Wear,1,500,500
615,2023-12-24,CUST916,Female,32,Formal Wear,1,50,50
616,2023-01-23,CUST519,Female,36,Formal Wear,4,30,120
617,2023-02-04,CUST335,Female,47,Workwear,4,30,120
618,2023-06-09,CUST1422,Male,41,Casual Wear,4,30,120
619,2023-10-16,CUST1580,Female,28,Children Wear,2,25,50
620,2023-06-02,CUST1596,Female,31,Casual Wear,1,100,100
621,2023-07-12,CUST772,Male,26,Workwear,1,30,30
622,2023-02-17,CUST016,Male,19,Sportswear,3,500,1500
623,2023-06-05,CUST944,Male,44,Children Wear,2,25,50
624,2023-10-15,CUST1612,Female,45,Casual Wear,3,30,90
625,2023-07-26,CUST1659,Male,40,Formal Wear,2,500,1000
626,2023-10-07,CUST1817,Male,21,Sportswear,2,75,150
627,2023-12-12,CUST571,Female,41,Children Wear,1,50,50
628,2023-10-02,CUST889,Female,35,Workwear,1,50,50
629,2023-06-03,CUST1735,Male,43,Workwear,4,200,800
630,2023-06-20,CUST466,Male,63,Formal Wear,4,25,100
631,2023-01-08,CUST907,Female,45,Children Wear,1,25,25
632,2023-09-01,CUST200,Male,27,Casual Wear,3,50,150
633,2023-10-05,CUST1302,Male,31,Formal Wear,3,100,300
634,2023-09-03,CUST1179,Female,35,Formal Wear,2,75,150
635,2023-07-30,CUST1493,Male,43,Workwear,4,150,600
636,2023-02-10,CUST1406,Female,46,Sportswear,4,50,200
637,2023-04-12,CUST1000,Male,47,Workwear,4,30,120
638,2023-01-24,CUST592,Female,46,Formal Wear,4,500,2000
639,2023-09-09,CUST858,Male,23,Workwear,2,50,100
640,2023-10-12,CUST2001,Female,52,Children Wear,4,75,300
641,2023-03-10,CUST1654,Female,41,Children Wear,5,25,125
642,2023-07-16,CUST1885,Male,42,Formal Wear,3,75,225
643,2023-09-30,CUST789,Female,61,Casual Wear,4,500,2000
644,2023-04-02,CUST1738,Female,40,Formal Wear,4,200,800
645,2023-02-19,CUST044,Female,22,Casual Wear,1,25,25
646,2023-09-02,CUST931,Male,30,Sportswear,4,30,120
647,2023-04-08,CUST275,Male,43,Casual Wear,2,500,1000
648,2023-04-26,CUST1452,Male,20,Casual Wear,4,25,100
649,2023-04-28,CUST102,Female,47,Sportswear,2,25,50
650,2023-05-05,CUST1151,Male,19,Casual Wear,1,75,75
651,2023-01-09,CUST860,Male,63,Sportswear,4,50,200
652,2023-06-23,CUST1561,Male,37,Workwear,1,200,200
653,2023-04-19,CUST108,Female,27,Formal Wear,3,25,75
654,2023-11-30,CUST810,Male,59,Workwear,4,25,100
655,2023-06-19,CUST498,Female,50,Workwear,4,25,100
656,2023-11-12,CUST2090,Male,45,Sportswear,4,50,200
657,2023-03-31,CUST1389,Female,25,Formal Wear,2,300,600
658,2023-08-22,CUST1442,Male,18,Casual Wear,2,100,200
659,2023-05-10,CUST731,Male,54,Children Wear,4,500,2000
660,2023-05-25,CUST2009,Female,31,Sportswear,5,50,250
661,2023-09-11,CUST1198,Male,21,Sportswear,1,75,75
662,2023-05-23,CUST1912,Male,32,Sportswear,4,25,100
663,2023-06-12,CUST1811,Female,26,Casual Wear,3,50,150
664,2023-08-13,CUST1234,Male,50,Formal Wear,2,75,150
665,2023-05-20,CUST694,Female,39,Children Wear,2,25,50
666,2023-08-21,CUST073,Male,29,Casual Wear,3,30,90
667,2023-11-07,CUST950,Male,36,Casual Wear,3,300,900
668,2023-11-24,CUST1548,Male,24,Sportswear,5,50,250
669,2023-03-31,CUST1261,Male,39,Children Wear,3,30,90
670,2023-07-21,CUST1619,Male,36,Casual Wear,2,30,60
671,2023-04-27,CUST482,Female,28,Workwear,4,300,1200
672,2023-06-06,CUST1157,Female,18,Casual Wear,2,30,60
673,2023-11-02,CUST507,Female,37,Casual Wear,3,500,1500
674,2023-11-03,CUST1222,Female,54,Sportswear,4,25,100
675,2023-12-29,CUST908,Male,46,Children Wear,4,300,1200
676,2023-11-24,CUST2094,Male,32,Casual Wear,2,25,50
677,2023-10-31,CUST1055,Female,32,Sportswear,2,50,100
678,2023-12-23,CUST781,Male,35,Sportswear,1,500,500
679,2023-05-18,CUST1799,Male,36,Formal Wear,1,75,75
680,2023-09-07,CUST312,Male,41,Casual Wear,4,30,120
681,2023-11-17,CUST1480,Female,44,Children Wear,3,100,300
682,2023-04-18,CUST406,Female,22,Children Wear,4,25,100
683,2023-06-07,CUST1960,Male,33,Formal Wear,1,200,200
684,2023-04-08,CUST1719,Female,22,Sportswear,4,50,200
685,2023-07-30,CUST1319,Female,46,Formal Wear,3,150,450
686,2023-08-15,CUST1359,Male,28,Formal Wear,1,300,300
687,2023-10-12,CUST310,Female,28,Casual Wear,1,25,25
688,2023-10-11,CUST227,Male,36,Sportswear,2,50,100
689,2023-09-12,CUST1832,Female,30,Workwear,3,100,300
690,2023-12-05,CUST999,Female,36,Workwear,3,50,150
691,2023-12-17,CUST1336,Male,25,Sportswear,2,75,150
692,2023-03-14,CUST1773,Female,45,Children Wear,4,25,100
693,2023-05-25,CUST2077,Male,55,Formal Wear,1,300,300
694,2023-11-19,CUST938,Male,49,Casual Wear,4,50,200
695,2023-10-11,CUST149,Male,22,Casual Wear,3,25,75
696,2023-06-09,CUST765,Male,43,Children Wear,4,50,200
697,2023-04-21,CUST1251,Male,42,Formal Wear,1,500,500
698,2023-01-04,CUST1839,Male,46,Casual Wear,3,75,225
699,2023-04-23,CUST693,Male,41,Formal Wear,3,500,1500
700,2023-11-09,CUST965,Male,22,Formal Wear,4,50,200
701,2023-05-28,CUST988,Female,63,Casual Wear,3,25,75
702,2023-12-04,CUST576,Female,33,Workwear,3,50,150
703,2023-10-08,CUST558,Female,41,Workwear,1,25,25
704,2023-04-17,CUST1746,Male,43,Sportswear,3,50,150
705,2023-07-27,CUST702,Female,60,Formal Wear,2,300,600
706,2023-03-09,CUST1310,Male,21,Sportswear,2,75,150
707,2023-04-04,CUST1249,Male,38,Sportswear,5,30,150
708,2023-12-28,CUST989,Female,44,Sportswear,1,25,25
709,2023-11-13,CUST1455,Female,44,Casual Wear,4,50,200
710,2023-02-17,CUST1255,Female,35,Formal Wear,2,300,600
711,2023-03-08,CUST2076,Male,25,Sportswear,3,25,75
712,2023-02-24,CUST168,Male,53,Sportswear,1,300,300
713,2023-10-19,CUST1100,Male,64,Formal Wear,1,200,200
714,2023-02-20,CUST287,Male,54,Workwear,4,25,100
715,2023-07-28,CUST1726,Female,60,Workwear,3,200,600
716,2023-04-26,CUST1967,Female,65,Formal Wear,3,150,450
717,2023-06-12,CUST629,Male,62,Casual Wear,2,25,50
718,2023-11-19,CUST599,Female,28,Sportswear,2,50,100
719,2023-05-05,CUST1058,Female,45,Children Wear,5,30,150
720,2023-10-16,CUST943,Female,57,Workwear,4,300,1200
721,2023-11-25,CUST1763,Female,56,Sportswear,4,30,120
722,2023-05-21,CUST1278,Female,35,Sportswear,4,25,100
723,2023-03-07,CUST1708,Female,39,Casual Wear,3,50,150
724,2023-10-02,CUST1128,Female,55,Casual Wear,3,25,75
725,2023-09-07,CUST1329,Male,38,Formal Wear,2,150,300
726,2023-04-26,CUST953,Male,45,Formal Wear,3,30,90
727,2023-02-17,CUST042,Male,22,Formal Wear,3,300,900
728,2023-10-20,CUST1320,Female,43,Casual Wear,4,75,300
729,2023-11-13,CUST1490,Male,41,Casual Wear,3,25,75
730,2023-03-18,CUST942,Male,51,Workwear,3,500,1500
731,2023-02-28,CUST753,Female,32,Children Wear,1,30,30
732,2023-01-03,CUST610,Female,26,Casual Wear,2,300,600
733,2023-05-26,CUST1132,Male,45,Workwear,4,300,1200
734,2023-01-28,CUST940,Female,20,Formal Wear,1,30,30
735,2023-07-28,CUST1538,Female,43,Casual Wear,1,50,50
736,2023-04-28,CUST1889,Female,59,Sportswear,4,75,300
737,2023-08-01,CUST1684,Female,35,Formal Wear,2,150,300
738,2023-09-18,CUST494,Female,42,Casual Wear,4,50,200
739,2023-08-13,CUST1861,Female,37,Formal Wear,2,100,200
740,2023-03-13,CUST278,Female,37,Sportswear,4,25,100
741,2023-07-10,CUST1995,Female,33,Sportswear,2,75,150
742,2023-07-22,CUST359,Male,50,Children Wear,1,50,50
743,2023-10-14,CUST1202,Male,25,Children Wear,3,30,90
744,2023-02-04,CUST237,Female,50,Casual Wear,2,500,1000
745,2023-12-13,CUST552,Female,49,Casual Wear,3,25,75
746,2023-09-18,CUST2016,Female,29,Formal Wear,2,75,150
747,2023-09-22,CUST1736,Female,38,Formal Wear,3,200,600
748,2023-12-20,CUST209,Female,30,Sportswear,4,50,200
749,2023-08-22,CUST1499,Female,26,Children Wear,5,30,150
750,2023-05-14,CUST721,Female,52,Workwear,1,500,500
751,2023-04-24,CUST863,Female,30,Workwear,2,25,50
752,2023-10-02,CUST1681,Female,45,Workwear,1,75,75
753,2023-01-31,CUST1507,Male,38,Sportswear,2,150,300
754,2023-07-05,CUST059,Male,62,Formal Wear,1,50,50
755,2023-09-16,CUST632,Female,26,Workwear,4,25,100
756,2023-04-25,CUST1705,Female,32,Children Wear,5,30,150
757,2023-01-09,CUST1304,Male,44,Workwear,2,200,400
758,2023-09-28,CUST2008,Female,42,Casual Wear,2,50,100
759,2023-11-28,CUST2006,Female,36,Children Wear,1,25,25
760,2023-08-23,CUST364,Female,19,Sportswear,1,500,500
761,2023-02-25,CUST506,Male,34,Casual Wear,3,500,1500
762,2023-08-22,CUST1292,Female,20,Casual Wear,4,30,120
763,2023-01-03,CUST1610,Male,32,Workwear,4,200,800
764,2023-06-08,CUST2038,Female,44,Children Wear,3,75,225
765,2023-01-10,CUST734,Female,27,Casual Wear,1,30,30
766,2023-06-06,CUST1314,Female,57,Sportswear,3,75,225
767,2023-12-18,CUST994,Female,51,Formal Wear,2,500,1000
768,2023-04-04,CUST1085,Female,33,Sportswear,4,30,120
769,2023-01-31,CUST964,Male,24,Sportswear,3,300,900
770,2023-03-13,CUST119,Female,60,Sportswear,3,50,150
771,2023-03-04,CUST1709,Male,30,Children Wear,1,30,30
772,2023-10-01,CUST707,Female,26,Children Wear,1,500,500
773,2023-08-05,CUST1653,Male,38,Formal Wear,2,150,300
774,2023-01-11,CUST746,Female,33,Casual Wear,3,30,90
775,2023-09-24,CUST523,Female,62,Workwear,1,300,300
776,2023-04-11,CUST1401,Female,50,Workwear,4,100,400
777,2023-03-01,CUST514,Female,18,Sportswear,1,300,300
778,2023-12-26,CUST082,Female,32,Casual Wear,4,50,200
779,2023-10-23,CUST1691,Female,36,Formal Wear,3,200,600
780,2023-09-14,CUST1865,Female,20,Casual Wear,3,25,75
781,2023-09-04,CUST1106,Female,33,Casual Wear,3,30,90
782,2023-07-09,CUST381,Female,44,Children Wear,4,25,100
783,2023-08-29,CUST1117,Female,26,Workwear,4,500,2000
784,2023-05-07,CUST1922,Female,65,Formal Wear,2,75,150
785,2023-02-06,CUST085,Male,31,Sportswear,3,50,150
786,2023-04-26,CUST1808,Female,52,Formal Wear,3,300,900
787,2023-02-01,CUST673,Female,43,Casual Wear,3,500,1500
788,2023-02-08,CUST775,Female,46,Formal Wear,4,25,100
789,2023-09-18,CUST330,Female,25,Workwear,4,50,200
790,2023-03-13,CUST007,Male,46,Casual Wear,2,25,50
791,2023-03-28,CUST1453,Female,65,Children Wear,5,30,150
792,2023-06-14,CUST1720,Female,61,Casual Wear,2,50,100
793,2023-04-21,CUST893,Male,49,Children Wear,1,50,50
794,2023-09-14,CUST165,Female,60,Sportswear,4,300,1200
795,2023-01-20,CUST1403,Female,52,Formal Wear,1,50,50
796,2023-05-08,CUST452,Female,48,Formal Wear,3,500,1500
797,2023-05-23,CUST491,Female,60,Workwear,3,300,900
798,2023-07-09,CUST1599,Male,30,Workwear,4,500,2000
799,2023-01-26,CUST288,Male,28,Formal Wear,4,30,120
800,2023-02-25,CUST1091,Female,34,Workwear,1,500,500
801,2023-03-29,CUST088,Male,56,Workwear,1,500,500
802,2023-05-01,CUST2066,Male,42,Sportswear,3,100,300
803,2023-03-06,CUST910,Female,20,Sportswear,3,50,150
804,2023-04-24,CUST1541,Male,60,Casual Wear,4,50,200
805,2023-04-19,CUST1866,Female,59,Casual Wear,2,25,50
806,2023-02-13,CUST945,Male,30,Casual Wear,1,25,25
807,2023-10-14,CUST1835,Female,53,Children Wear,5,50,250
808,2023-03-19,CUST941,Female,57,Children Wear,2,25,50
809,2023-09-24,CUST1029,Male,24,Casual Wear,4,30,120
810,2023-07-03,CUST1107,Male,38,Children Wear,3,50,150
811,2023-02-22,CUST1177,Female,35,Children Wear,3,25,75
812,2023-12-15,CUST1435,Male,45,Casual Wear,4,25,100
813,2023-03-17,CUST1778,Female,39,Sportswear,1,50,50
814,2023-03-22,CUST328,Male,39,Formal Wear,2,50,100
815,2023-05-15,CUST1247,Female,57,Casual Wear,2,75,150
816,2023-08-09,CUST443,Male,29,Casual Wear,2,300,600
817,2023-04-07,CUST1112,Male,25,Casual Wear,4,50,200
818,2023-09-24,CUST1418,Male,21,Workwear,4,200,800
819,2023-04-02,CUST1702,Female,26,Workwear,3,200,600
820,2023-10-26,CUST349,Female,57,Casual Wear,1,50,50
821,2023-05-28,CUST1857,Female,35,Formal Wear,3,100,300
822,2023-10-04,CUST178,Male,40,Workwear,2,30,60
823,2023-11-10,CUST1301,Male,64,Casual Wear,4,75,300
824,2023-07-08,CUST870,Female,46,Formal Wear,4,30,120
825,2023-06-16,CUST833,Male,42,Formal Wear,4,50,200
826,2023-11-22,CUST087,Female,28,Casual Wear,2,50,100
827,2023-10-28,CUST1523,Female,20,Sportswear,2,75,150
828,2023-03-31,CUST2051,Female,34,Casual Wear,1,100,100
829,2023-11-14,CUST458,Female,39,Sportswear,4,25,100
830,2023-11-18,CUST778,Female,47,Formal Wear,4,25,100
831,2023-11-18,CUST1041,Male,43,Casual Wear,1,100,100
832,2023-08-02,CUST1974,Female,56,Formal Wear,2,75,150
833,2023-10-10,CUST055,Male,31,Workwear,4,30,120
834,2023-07-18,CUST1621,Female,42,Children Wear,4,30,120
835,2023-09-06,CUST644,Male,23,Children Wear,3,25,75
836,2023-05-11,CUST1025,Male,45,Children Wear,6,25,150
837,2023-12-23,CUST678,Female,60,Casual Wear,3,300,900
838,2023-04-26,CUST222,Male,51,Children Wear,4,30,120
839,2023-07-22,CUST114,Female,22,Sportswear,4,25,100
840,2023-08-16,CUST1084,Female,21,Sportswear,2,30,60
841,2023-06-23,CUST1828,Female,32,Formal Wear,2,200,400
842,2023-01-01,CUST1094,Male,35,Casual Wear,2,25,50
843,2023-03-20,CUST175,Female,31,Formal Wear,4,25,100
844,2023-05-06,CUST1658,Female,21,Workwear,3,150,450
845,2023-03-17,CUST590,Male,36,Sportswear,3,300,900
846,2023-03-21,CUST1934,Male,18,Sportswear,2,100,200
847,2023-01-06,CUST1680,Male,43,Formal Wear,1,150,150
848,2023-09-16,CUST019,Female,62,Formal Wear,2,25,50
849,2023-11-23,CUST424,Male,57,Sportswear,4,300,1200
850,2023-01-16,CUST1449,Female,54,Formal Wear,2,75,150
851,2023-10-09,CUST286,Male,55,Sportswear,2,25,50
852,2023-03-10,CUST1754,Female,54,Children Wear,3,25,75
853,2023-12-28,CUST429,Male,64,Casual Wear,2,25,50
854,2023-10-26,CUST1629,Male,45,Sportswear,3,100,300
855,2023-03-29,CUST1611,Female,55,Casual Wear,2,50,100
856,2023-10-05,CUST670,Male,27,Casual Wear,1,30,30
857,2023-01-04,CUST032,Male,30,Casual Wear,3,30,90
858,2023-05-06,CUST1583,Female,29,Casual Wear,4,150,600
859,2023-06-17,CUST723,Female,54,Sportswear,4,50,200
860,2023-02-04,CUST1233,Male,43,Sportswear,4,75,300
861,2023-11-29,CUST215,Male,58,Sportswear,3,500,1500
862,2023-05-31,CUST1672,Male,25,Sportswear,4,75,300
863,2023-02-28,CUST1345,Male,51,Workwear,4,300,1200
864,2023-02-03,CUST933,Male,22,Sportswear,1,30,30
865,2023-09-29,CUST327,Male,57,Children Wear,3,50,150
866,2023-05-27,CUST561,Female,64,Casual Wear,4,500,2000
867,2023-07-11,CUST1204,Female,51,Casual Wear,3,75,225
868,2023-12-14,CUST701,Female,52,Casual Wear,2,30,60
869,2023-03-14,CUST1859,Male,20,Sportswear,3,100,300
870,2023-03-07,CUST1283,Female,48,Children Wear,4,50,200
871,2023-10-24,CUST342,Female,43,Workwear,4,500,2000
872,2023-08-15,CUST630,Male,42,Sportswear,2,50,100
